term,kana,meaning
絶つ,たつ,绝，断绝；结束
絶交,ぜっこうする,动3 绝交
絶対,ぜったい,绝对，无与伦比；一定，坚决
絶対に,ぜったいに,绝对，坚决
絶望,ぜつぼう,绝望，失望
絶滅,ぜつめつ,名词 灭绝，绝灭
絶滅危惧種,ぜつめつきぐしゅ,名词 濒危物种，濒临灭绝物种
絶版,ぜっぱん,绝版
絶賛,ぜっさん,盛赞，赞不绝口
絹,きぬ,名词 丝绸，绸子；（蚕）丝
継ぎ目,つぎめ,接口，接缝
継ぐ,つぐ,连接，接上；继承
継承,けいしょう,继承
継続,けいぞくする,动3 继续
続々,ぞくぞく,副词 源源不断，陆续，接着
続き,つづき,后续，接续；连续，接连不断
続きます,つづきます,动1 【自】继续，持续
続く,つづく,继续，持续
続けます,つづけます,动2 【他】继续，持续
続ける,つづける,继续，持续
維持,いじする,动3 维持，保持
綱,つな,绳索；命脉
網,あみ,网；罗网，法网
網戸,あみど,纱窗，纱门
綴じる,とじる,订上；缝在一起
綻びる,ほころびる,（衣服）开绽；稍微张开
綿,わた,名词 棉花，棉
綿密,めんみつ,形容动词 细致，周密，详尽
緊張,きんちょう,紧张
緊張します,きんちょうします,动3 紧张
緊急,きんきゅう,名词 紧急
緊迫～,きんぱくする,动3 激烈，紧迫，紧张
総会,そうかい,大会，全会
総務,そうむ,名词 总务
総務省,そうむしょう,（日本政府机构）总务省
総合,そうごう,综合（考虑、开发等）
総料理長,そうりょうりちょう长,名词 总厨师长
総理大臣,そうりだいじん,名词 总理，首相
総称,そうしょう,名词 总称
緑,みどり,绿色
緑化,りょくか,名词 绿化
緑茶,りょくちゃ,名 绿茶
線,せん,名词 线
線路,せんろ,名词 线路，路线
締める,しめる,动2 系，束，系紧；结算
締め切り,しめきり,名词 截止，期限，届满
締め切る,しめきる,截止，结束
締結,ていけつ,缔结，签订
編み物,あみもの,名 编制；编织品
編む,あむ,编，织
編成,へんせい,编成，组成
編集,へんしゅう,编辑
編集部,へんしゅうぶ,名词 编辑部
緩い,ゆるい,宽松的；缓慢的；不严格的
緩む,ゆるむ,松弛；松懈；缓和，放宽
緩やか,ゆるやか,缓慢的，缓和的；宽松的，宽大的；舒畅的
緩和,かんわ,名词 缓和
緩行,かんこう,缓行，徐行，慢行
緯度,いど,纬度
練り直す,ねりなおす,再搅拌；重新思考，推敲
練る,ねる,推敲，斟酌；锻炼；搅拌
練習,れんしゅう,练习，训练
練習します,れんしゅうします,练习
練習所,れんしゅうじょ,名词 练习场地，练习场所，训练场所
練習～,れんしゅうします,动3 练习
緻密,ちみつ,细致，细腻；缜密，周密
縁,えん,缘分；关系
縁側,えんがわ,外廊，檐廊
縁談,えんだん,亲事，婚事
縁起,えんぎ,起源，由来；兆头
縄,なわ,绳子
縄張り,なわばり,名词 领地，地盘，势力范围
縛る,しばる,动1 束缚
縦,たて,竖，纵向
縫う,ぬう,缝；缝合；刺绣
縮まる,ちぢまる,收缩，缩小；畏缩，恐惧
縮む,ちぢむ,（物体、身高）收缩，缩小；（衣物）起皱
縮める,ちぢめる,缩短（时间）；缩小（尺寸）；削减，减少
縮れる,ちぢれる,（衣物）起皱，（毛发）卷曲
縮小,しゅくしょう,缩小，缩减
縮小～,しゅくしょうする,动3 缩小
繁栄,はんえい,繁荣，昌盛
繁殖,はんしょく,繁殖，滋生
繁殖～,はんしょくする,动3 繁殖
繁盛,はんじょう,繁荣，昌盛
繁華街,はんかがい,名词 繁华区，繁华街，商业区
繊細,せんさい,纤细，柔嫩；感情细腻
繊維,せんい,名词 纤维
繋がり,つながり,连接，相连；关联，关系
繋がる,つながる,连接，相连；牵连，有关联
繋ぐ,つなぐ,系，拴；连接；维持（生命、希望等）
繋げる,つなげる,系，拴；接上，连上
織る,おる,织，编织
織姫,おりひめ,织女；织女星
織物,おりもの,纺织品
繕う,つくろう,修补，修缮；整理，修饰；敷衍
繰り返します,くりかえします,动1 【自他】反复
繰り返す,くりかえす,反复，重复
纏まる,まとまる,汇集；解决，谈妥；总结起来；一致，统一
纏める,まとめる,汇集；解决，谈妥；总结；使一致
缶,かん,（金属制的）罐子
缶詰,かんづめ,名词 罐头
罪,つみ,犯罪，罪行
罪人,ざいにん,名词 罪人，罪犯，犯人
置きます,おきます,放置，摆放
置き忘れる,おきわすれる,（把物品放在某处）忘记拿，遗失
置く,おく,放置，放；留下
罰,ばつ,惩罚，处罚
罰する,ばっする,处罚，责罚
罰金,ばっきん,罚款
署名,しょめい,名词 署名，签名
罵る,ののしる,骂，斥责
罹る,かかる,患（病）；遭受（灾难）
羊,ひつじ,名词 羊，绵羊
羊肉,ひつじにく,名词 羊肉
美,び,美，美丽；出色
美しい,うつくしい,美丽的，漂亮的；美好的
美しさ,うつくしさ,名 美好，美丽程度
美容,びよう,美容
美容師,びようし,名词 美容师
美容院,びよういん,名词 美容美发店
美術,びじゅつ,美术
美術品,びじゅつひん,名词 美术品
美術館,びじゅつかん,美术馆
群がる,むらがる,聚，聚集
群れ,むれ,群；伙伴
群衆,ぐんしゅう,群众
群集,ぐんしゅう,人群；聚集，群集
羨む,うらやむ,羡慕，嫉妒
義務,ぎむ,名词 义务
義理,ぎり,情面，人情；道理；亲戚关系
義理堅い,ぎりがたい,讲义气的，够交情的
羽,はね,名词 羽毛，翎毛
翌年,よくねん/よくとし,次年，下一年
翌日,よくじつ,名词 翌日，次日，第二天
翌朝,よくあさ,第二天早晨，次日早晨
翌～,よく～,次～，翌～，第二～
習います,ならいます,学习
習う,ならう,学习，练习（某种技能）
習得,しゅうとく,习得，学习，学会
習性,しゅうせい,习性，习惯
習慣,しゅうかん,习惯；风俗
翻す,ひるがえす,翻转，突然改变；使……飘扬
翻訳します,ほんやくします,动3 翻译，笔译
翼,つばさ,翅膀；机翼
老いる,おいる,上年纪；衰老
老ける,ふける,上年纪，衰老
老け込む,ふけこむ,变老，老去，衰老
老人,ろうじん,名词 老人
老化,ろうか,老化
老年,ろうねん,老年
老後,ろうご,名词 老后，晚年
老眼,ろうがん,老花眼
老若男女,ろうにゃくなんにょ,男女老少
老衰,ろうすい,衰老
考え,かんがえ,想法，意见
考えます,かんがえます,思考，想
考える,かんがえる,思考，思索；想办法
考え事,かんがえごと,名词 考虑问题；心事，担心事
考え出す,かんがえだす,想出来；开始思考
考え直す,かんがえなおす,重新考虑
考慮,こうりょ,考虑，思考
考査,こうさ,审查，审核；测验，考试
考案～,こうあんする,动3 设计，规划
者,もの,人
耐える,たえる,动2 承受，忍受，忍耐
耐久力,たいきゅうりょく,耐用性，耐久力
耕す,たがやす,耕，耕作
耕作,こうさく,耕作，耕种
耳,みみ,耳朵
耳が遠い,みみがとおい,惯用语 耳朵背，听力差
耳にする,みみにする,惯用语 听到
耳鼻科,じびか,耳鼻科
耽る,ふける,沉溺，入迷；埋头，专心致志
聞かせる,きかせる,说给……听，让……听
聞きます,ききます,问〔老师〕［せんせいに～］［先生に～］
聞き上手,ききじょうず,善于倾听
聞き出す,ききだす,刺探出，打听出；开始听
聞き取り,ききとり,听取；听懂
聞き取る,ききとる,听见；听懂；听取
聞き手,ききて,听者，听众
聞き直す,ききなおす,再问一次
聞き返す,ききかえす,动1 反问；反复问
聞き逃す,ききのがす,听漏
聞き間違える,ききまちがえる,动1 听错，误听
聞き飽きる,ききあきる,动2 听腻
聞く/聴く,きく,听；询问
聞こえます,きこえます,动2 【自】听到，听得见
聞こえる,きこえる,听得见，听到
聳える,そびえる,耸立，矗立
聴解,ちょうかい,听力理解
聴講,ちょうこう,听课；旁听
職,しょく,职务；职业，工作
職人,しょくにん,工匠；行家
職人手艺人,しょくにん,名词 工匠，手艺人
職務,しょくむ,职务；任务
職員,しょくいん,名词 工作人员，职员
職場,しょくば,名词 工作单位，工作岗位
職業,しょくぎょう,名词 职业
職種,しょくしゅ,名词 职业种类
肉,にく,肉，肉类
肉じゃが,にくじゃが,名 土豆炖肉
肉体,にくたい,肉体
肉親,にくしん,亲人，骨肉至亲
肉食,にくしょく,名词 肉食；吃肉，食肉
肌,はだ,名词 肌肤
肌寒い,はださむい,略感寒意的；毛骨悚然的
肘,ひじ,胳膊肘
肝心,かんじん,重要，紧要
肝臓,かんぞう,名词 肝脏
股/腿,もも,大腿
肥える,こえる,肥胖；肥沃；富裕；鉴赏力强
肥満,ひまん,名词 肥胖
肩,かた,名词 肩膀，肩
肩こり,かたこり,名词 背痛，肩酸，肩部僵硬
肩代わり,かたがわり,（债务、负担等）转移，更替
肩書き,かたがき,头衔，职位
肯定,こうてい,肯定，承认
育ち,そだち,发育，成长；教育
育ちます,そだちます,动1 【自】生长，成长
育つ,そだつ,发育，成长
育てる,そだてる,动2 养育，抚育，培养
育む,はぐくむ,孵化；培养，培育
育児,いくじ,名词 育儿，抚育
育児休暇,いくじきゅうか,名词 育婴休假，产假
育成,いくせい,培育，培养
肺,はい,肺，肺脏
胃,い,名词 胃
背,せ,后背；身高
背が高い,せがたかい,个子高
背く,そむく,背向；违背，违抗；背叛
背中,せなか,背，后背
背伸び,せのび,踮起脚；伸懒腰；逞能，逞强
背後,はいご,背后；背地，幕后
背景,はいけい,名词 背景，背景形势
背負う,せおう,背（人或物体）；承担（责任）
胡同,フートン,名 胡同
胡弓,こきゅう,名 胡琴
胡桃,くるみ,核桃
胡椒,こしょう,胡椒
胡麻,ごま,芝麻
能,のう,能力，才能
能力,のうりょく,名词 能力
能率,のうりつ,名词 效率
脂,あぶら,脂肪，油脂
脂肪,しぼう,名词 脂肪
脅かす,おどかす,威胁，恐吓；吓唬
脅す,おどす,威胁，恐吓
脅迫,きょうはく,威胁，恐吓，胁迫
脆い,もろい,易碎的；脆弱的；没有持久力的
脇,わき,腋下；侧面，旁边
脈,みゃく,脉搏；联系；希望
脚,あし,名 腿
脚光,きゃっこう,舞台上照亮脚部的灯光；登场，受人瞩目
脚本,きゃくほん,脚本，剧本
脚立,きゃたつ,人字梯
脚色,きゃくしょく,改编（小说或电影）；夸大其词
脱ぎます,ぬぎます,脱（衣服、鞋等）
脱ぐ,ぬぐ,脱掉，摘掉
脱する,だっする,逃脱；脱离；去除，去掉
脱出,だっしゅつ,逃脱，逃亡
脱税,だつぜい,偷税，漏税
脱線,だっせん,脱轨；离题
脱退,だったい,脱离，退出
脳,のう,名词 脑，大脑
脳死,のうし,脑组织坏死，脑死亡
腐ります,くさります,动1 【自】腐烂，腐败
腐る,くさる,腐烂，腐坏
腐敗,ふはい,腐坏，腐烂；腐败，堕落
腕,うで,名词 手臂，胳膊
腕前,うでまえ,名词 手艺，能力，本事
腕時計,うでどけい,名 手表
腫れる,はれる,肿，肿胀
腰,こし,名词 腰
腰掛ける,こしかける,坐下
腰痛,ようつう,名词 腰痛
腸,ちょう,名词 肠
腹,はら,名词 腹部，肚子
腹を立てる,はらをたてる,惯用语 生气，发火
腹立たしい,はらだたしい,令人气愤的
膨らむ,ふくらむ,膨胀，鼓起
膨れる,ふくれる,膨胀，鼓出；噘嘴
膨大,ぼうだい,庞大，巨大；膨胀
膨張/膨脹,ぼうちょう,膨胀；增加，扩大
膳は急げ,ぜんはいそげ迟,名词 好事不宜迟
臆病,おくびょう,胆怯，胆小，懦弱
臍,へそ,肚脐
臨む,のぞむ,动1 面临，面对
臨時,りんじ,临时，暂时
自ずから,おのずから,自然而然地
自ら,みずから,副词 亲自；自己
自主,じしゅ,自主，独立自主
自信,じしん,名词 自信，信心
自分,じぶん,自己，本身
自分で,じぶんで,自己～
自动词和他动词,,自动词：AがV自→ 描述客观现象、动作行为的结果 \n他动词：Aが~をV他→ 描述主观的动作
自動,じどう,自动
自動詞,じどうし,自动词
自動車,じどうしゃ,汽车
